hospital,address,phone,city,pincode,,,
PARK HOSPITAL,"Q-BLOCK, SOUTH CITY-II, SOHNA ROAD, MAIN SECTOR-47, GURGAON.",,GURGAON,,,,
PARK HOSPITAL,"J-BLOCK, SECTOR-10, FARIDABAD.",,FARIDABAD,,,,
PAWANANJALI HOSPITAL,SANOLI ROAD,,PANIPAT,,,,
PDM GENERAL HOSPITAL,"SEC-3A, SARAI, AURANGABAD, BAHADURGARH",,JHAJJAR,,,,
PERFECT VISION EYE HOSPITAL,"PLOT NO 7, SECTOR-27A, NEAR BADKHAL CHOWK",,FARIDABAD,,,,
PRAKASH HOSPITAL,"SITE NO. 2, NEAR AGGARWAL PUBLIC SCHOOL, SECTOR-3",,FARIDABAD,,,,
PRIME HOSPITAL AND ORTHO CENTRE,"SITE NO 1, SECTOR-30",,FARIDABAD,,,,
PULSE MULTISPECIALITY HOSPITAL AND DIAGNOSTIC CENTRE,"ANAJ MANDI, NEAR SDM RESIDENCE, MOHINDER GARH",,MOHINDER GARH,,,,
PUSHPANJALI HOSPITAL,"PLOT NO-1, SEC-4, RAJESH PILOT CHOWK",,REWARI,,,,
QRG CENTRAL HOSPITAL AND RESEARCH CENTRE,"69, SECTOR-20A, DELHI MATHURA ROAD",,FARIDABAD,,,,
R. YADAV SURGICAL CENTRE AND REKHA EYE HOSPITAL,"OPP. GOVT. GIRLS SCHOOL, KANODE GATE, CIRCULAR ROAD",,REWARI,,,,
R.G. STONE UROLOGY AND LAPAROSCOPY HOSPITAL,"A-6, NEHRU GROUND, NIIT, NEELAM BABA ROAD",,FARIDABAD,,,,
R.J.S. MEMORIAL MULTISPECIALITY HOSPITAL,OLD NARNAUL ROAD,,MOHINDER GARH,,,,
R.K. HOSPITAL,"3C/59 BP, NIT, NEAR ESI HOSPITAL, NH-3",,FARIDABAD,,,,
RAFFELS HOSPITAL PVT LTD,"SCO- 138, SECTOR- 14, NEAR PETROL PUMP",,PANCHKULA,,,,
RAINBOW HOSPITAL,"152-R, MODEL TOWN, RAM LAL CHOWK",,PANIPAT,,,,
RAJASTHAN MEDICAL CENTRE,"CHANDIGARH ROAD, NEAR KANCHI CHOWK, TOHANA",,FATEHABAD,,,,
RAMA HOSPITAL,"DELHI AMBALA HIGHWAY, BAHALGARH, SONEPAT CITY ROAD",,SONIPAT,,,,
ROCKLAND HOSPITAL,"PLOT NO-2, SECTOR-5, IMT MANESAR",,GURGAON,,,,
ROYALE MULTISPECIALITY HOSPITAL,"B-5 CENTRAL GREEN NEAR B.K. CHOWK, NH-5, NIT",,FARIDABAD,,,,
S.R. SONI PARK HOSPITAL,"78KM STONE, DELHI MATHURA ROAD, NH-2, VILLAGE",,PALWAL,,,,
S.V. NURSING HOME,"1-G/49, B.P, N.I.T",,FARIDABAD,,,,
SAGAR HOSPITAL,"MOHAN ROAD, NEAR GUPTA HOTEL, BALLABGARH",,FARIDABAD,,,,
SAI HOSPITAL,"MAIN ROAD, BHORA KALAN, NEAR OM SHANTI CENTRE",,GURGAON,,,,
SAMVEDNA HOSPITAL,"AGWANPUR ROAD, OM ENCLAVE PART-2",,FARIDABAD,,,,
SAMVIT HEALTHCARE,"1, ISLAMPUR, SOHNA ROAD, NEAR AIR FORCE STATION",,GURGAON,,,,
SANJIV BANSAL CYGNUS HOSPITAL,"RAILWAY ROAD, OPP KHALSA COLLEGE",,KARNAL,,,,
SARASWATI HOSPITAL,"299/2, OLD DELHI ROAD, NEAR TELEPHONE EXCHANGE",,GURGAON,,,,
SARASWATI NETHRALAYA,"NEAR DYAL SINGH COLLEGE, RANDHIR LANE",,KARNAL,,,,
SARVODAYA MULTISPECIALITY HOSPITAL,"OPP. RED CROSS BHAVAN, DELHI ROAD",,HISAR,,,,
SETHI HOSPITAL PVT LTD,"301-302/4 MODEL TOWN, BASAI ROAD, NEAR BHUTESHWAR MANDIR",,GURGAON,,,,
SH. MOOLCHAND KIDNEY HOSPITAL AND UROLOGICAL INSTITUTE,"1075-76, URBAN ESTATE, SECTOR-13, KARNAL",,KARNAL,,,,
SHAKTI NEURO SCIENCE CENTRE,"TAYAL GARDEN, BARWALA ROAD",,HISAR,,,,
SHAKUNTLA MULTI SPECIALITY HOSPITAL,"NEAR LEO CHOWK, CIRCULAR ROAD",,REWARI,,,,
SHANTI DEVI MEMORIAL HOSPITAL,"SECTOR-89, GREATER FARIDABAD",,FARIDABAD,,,,
SHANTI MATERNITY AND NURSING HOME,"JIND BYE PASS CHOWK, JIND ROAD",,ROHTAK,,,,
SHANTI YADAV HOSPITAL,"BAWA ROAD, MAHARANA PRATAP CHOWK",,REWARI,,,,
SHARMA MATERNITY ANS EYE CENTRE,"H NO:94, SECTOR 23, NIT",,FARIDABAD,,,,
SHEETLA HOSPITAL AND EYE INSTITUTE PVT. LTD,"NEW RAILWAY ROAD, NEAR D S D COLLEGE,",,GURGAON,,,,
SHIVALIK HOSPITAL,"PLOT NO-1, HUDA MARKET, SECTOR-37",,FARIDABAD,,,,
SHIVAM HOSPITAL,"SECTOR-30, NEAR JALVAYU VIHAR",,GURGAON,,,,
SHIVMANI HOSPITAL,"5E/9, B. P. BEHIND OBC BANK, NEAR NEELAM CHOWK, NIT",,FARIDABAD,,,,
SHREE TIRUPATI BALAJI HOSPITAL,"ASHOK VIHAR, MAIN PALAM VIHAR ROAD",,GURGAON,,,,
SHREE VINAYAK HOSPITAL,"PLOT NO 12-13, AGWANPUR CHOWK, NEAR SEC-91",,FARIDABAD,,,,
SHRI ASHWINI SAXENA HOSPITAL,"343-L , MODEL TOWN, BAWAL ROAD, NEAR URJA PARK, REWARI.",,REWARI,,,,
SHRI BALAJI MULTISPECIALITY HOSPITAL,"SECTOR-9-10, BASAI CHOWK, BASAI ROAD",,GURGAON,,,,
SHRI KOMAL HOSPITAL AND DR. SAXENAS NURSING HOME,"OPP. RADHIKA CINEMA HALL, CIRCULAR ROAD",,REWARI,,,,
SINGLA SPECIALITY HOSPITAL,"OPP. DISTRICT COURT, HUDA CITY CENTER ROAD",,BHIWANI,,,,
SITA HOSPITAL,"453-B, RAILWAY ROAD, GANAUR, NEAR POLICE STATION",,SONIPAT,,,,
SIWACH HOSPITAL,"443/30, DEV COLONY, DELHI ROAD, ROHTAK",,ROHTAK,,,,
SOHAN HOSPITAL,"BLDG. NO.- 85/1, SANGI KA BASE, NEAR CIVIL HOSPITAL, CIRCULAR ROAD",,REWARI,,,,
SUKHRAM HOSPITAL,"DADRI ROAD, NEAR FLYOVER,",,MOHINDER GARH,,,,
SUNRISE HOSPITAL,"KHANDSA ROAD, NEAR SECT-10 A",,GURGAON,,,,
SURYA ORTHO AND TRAUMA CENTRE,"5R/5 NIT, NEAR B.K.CHOWK",,FARIDABAD,,,,
SUSHIL GARG HOSPITAL,"1943, SEC-13, URBAN ESTATE",,KARNAL,,,,
SWASTIK MATERNITY AND MEDICAL CENTRE,"75/78-H, VIJAY PARK, NEAR LAXMI BAZAR, MAIN MADAN PURI ROAD",,GURGAON,,,,
TILAK HOSPITAL,"NEAR RAMLILA GROUND, GURGAON ROAD, PATAUDI",,GURGAON,,,,
TIRATH RAM HOSPITALS PVT LTD,"166-20/ BASAI ROAD, NEAR BHUTESHWAR MANDIR",,GURGAON,,,,
TRIVENI HOSPITAL,"207/13, OLD RAILWAY ROAD, NEAR PREM MANDIR, SUBHASH NAGAR",,GURGAON,,,,
UMA SANJEEVANI HEALTH CENTRE PVT LTD,"1, DAKSHIN MARG, DLF CITY, INFRONT OF SAHARA, PHASE-II",,GURGAON,,,,
UMKAL HOSPITAL PVT LTD,"A-520, SUSHANT LOK-I, NEAR IFFCO MATRO STATION",,GURGAON,,,,
VIBAL HOSPITAL PVT LTD,"PLOT NO.1 AND 2, SECTOR 21D, HUDA MARKET",,FARIDABAD,,,,
ZENITH HOSPITAL,"MOHNA ROAD, YADAV COLONY, NEAR BANK OF BARODA, BALLABGARH",,FARIDABAD,,,,
FORTIS HOSPITAL,DHARAMSHALA ROAD,,KANGRA,,,,
INDUS HOSPITAL,"INDUS DRIVE, NAU-BAHAR CHOWK, MOUNT JAKHOO",,SHIMLA,,,,
CENTRE FOR SIGHT,"228, B. C. ROAD, REHARI CHUNGI, NEAR MAHARSHI DAYANAND HOSPITAL",,JAMMU,,,,
MEDICARE NURSING HOME,"39 B/C GANDHI NAGAR, NEAR AQUAF BUILDING",,JAMMU,,,,
ASARFI HOSPITAL LIMITED,"BARAMURI, BISHUMPUR POLYTECHNIC NEAR BIRSA MUNDA PARK",,DHANBAD,,,,
BRINDAVAN NURSING HOME,"JB-09, CITY CENTRE SEC IV, B.S.CITY",,BOKARO,,,,
CURIE ABDUR RAZZAQUE ANSARI CANCER INSTITUTE,"IRBA RANCHI, OPPOSITE TO APOLLO HOSPITAL",,RACHI,,,,
DHANBAD NURSING HOME PVT LTD,KATRAS ROAD,,DHANBAD,,,,
DR P K GHOSH MEMORIAL HOSPITAL AND RESEARCH CENTRE,"AT BAHARAGORA ME SCHOOL ROAD, BAHARAGORA",,EAST SINGHBHUM,,,,
ELITE HOSPITAL LIMITED,"NH-33, DIMNA-PARDIH ROAD, MANGO",,EAST SINGHBHUM,,,,
HILL VIEW HOSPITAL AND RESEARCH CENTER,"HILL VIEW ROAD, BARIATU, NEAR BIRSA BLOOD",,RACHI,,,,
K. M. MEMORIAL HOSPITAL AND RESEARCH CENTRE PVT LTD,"BYE PASS ROAD, CHAS, B. S. CITY, JHARKHAND",,BOKARO,,,,
MUSKAN HOSPITAL AND RESEARCH CENTRE,"RAM NAGAR COLONY, CHAS, NEAR RUS COLLEGE",,BOKARO,,,,
NEELAM HOSPITAL AND RESEARCH CENTRE,"MAIN ROAD, NEAR JOTHATIN MORE, CHAS BOKARO,",,BOKARO,,,,
PATLIPUTRA NURSING HOME,"JORA PHATAK ROAD, OPP. CHOTA GURUDWARA",,DHANBAD,,,,
RAJ HOSPITAL AND RESEARCH CENTRE,MAIN ROAD,,RACHI,,,,
RAM PYARI ORTHO HOSPITAL RESEARCH CENTRE PVT LTD,"YADAV BHAWAN, KARAMTOLI",,RACHI,,,,
RJSP CANCER HOSPITAL AND RESEARCH AND REHABILITATION CENTRE,"KATHAL MORE, GUMLA ROAD",,RACHI,,,,
SANGEETA HEALTHCARE PVT LTD,PARKMARKET HIRAPUR,,DHANBAD,,,,
VIRAJ HOSPITAL,"LINE TANK ROAD, WEST MAIN ROAD",,RACHI,,,,
AADITHYA ADHIKARI HOSPITAL,"CONTOUR ROAD, GOKULAM",,MYSORE,,,,
ABHISHEK NETHRADHAMA,"HIG-2024, 3RD CROSS, YELAHANKA NEW TOWN, NEAR SBI",,BENGALURU,,,,
ADARSH MULTI SPECIALITY HOSPITAL,"THE LUMINOUS TOWER, NO 1943 I. A. MAIN, 6TH CROSS, NEAR ANDHRA BANK, KENGERI SATELLITE TOWN",,BENGALURU,,,,
ADARSHA HOSPITAL,"NEARMARKET YARD N.H.66, KUNDAPURA",,UDUPI,,,,
ADARSHA SPECIALITY HOSPITAL,SHARADADEVI NAGAR,,TUMKUR,,,,
ADITYA NETRALAYA,"NO-244, 7TH CROSS, 6TH BLOCK, BSK 3RD PHASE, 3RD STAGE, OPP. KANAKYA CINEMA",,BENGALURU,,,,
ANNAPURNA MULTISPECIALITY HOSPITAL,"SRI KRISHNA DEVARAYA MARGA, NEAR BUS STAND ROAD, GANGAVATHI",,KOPPAL,,,,
ANNAYYA HEALTH CARE PVT LTD,"14, 14TH MAIN, H.S.R 5TH SECTOR, KORAMANGALA",,BENGALURU,,,,
APOLLO HOSPITALS,"154/11, OPP. IIMB BANNERGHATTA ROAD",,BANGALURU,,,,
APOLLO SPECIALITY HOSPITAL,"NO.-21/2, ( 2 ), 14TH CROSS, 3RD BLOCK, JAYANAGAR",,BENGALURU,,,,
ARUNODAYA HOSPITALS,"#18-23, 4TH AND 5TH CROSS, MALLASANDRA MAIN ROAD, BAGALAGUTE, OFF HESSARAGHATTA ROAD",,BENGALURU,,,,
ASHRAYA HOSPITAL,"NAIDU STREET, P.B. NO. 77, NEAR HEAD POST OFFICE",,CHICKMAGALUR,,,,
ATHENA HOSPITAL PVT. LTD.,"OPP. YMCA, FALNIR ROAD, MANGALORE.",,SOUTH CANARA,,,,
AVEKSHA HOSPITAL,"NO. 122. VARADARAJA SWAMY LAYOUT, SHINGAPURA, M.S. PALYA",,BENGALURU,,,,
AXON SPECIALITY HOSPITAL,"321, 6TH MAIN, HAL 2 STAGE, OPP. GOSPEL CHURCH, INDIRANAGAR",,BENGALURU,,,,
B.W. LIONS SUPERSPECIALITY EYE HOSPITAL,"NO-5, LIONS EYE HOSPITAL ROAD, OFF. J. C. ROAD, BESIDE BANK OF BARODA",,BENGALURU,,,,
BADDUR SURGICAL AND MATERNITY HOME,"BADDUR CLINIC, OPP SPINNING MILL, JAMKHANDI ROAD, BANHATTI",,BAGALKOT,,,,
BALANKU HOSPITAL,"NEAR BASAVAN BHAVI CHOWK, BASAVAN NAGAR, OPP MUNNURWADI SCHOOL",,RAICHUR,,,,
BANGALORE CANCER CENTRE PVT. LTD.,"118/1, MOOKAMBIKA TEMPLE ROAD, MACHOHALLI FOREST GATE, MAGADI MAIN ROAD",,BENGALURU,,,,
BASAVANGUDI MEDICAL CENTRE,"84/1, R.V.ROAD, BASAVANAGUDI.",,BENGALURU,,,,
BELAKU EYE HOSPITAL PVT LTD,"NO. 769, I CROSS RING ROAD, KENGERI UPANAGAR, BEHIND VIJAYA BANK",,BENGALURU,,,,
BELLE VUES CAMBRIDGE HOSPITAL,"NO.18/17, CAMBRIDGE ROAD, ULSOOR, OPP FRANK ANTHONY SCHOOL",,BENGALURU,,,,
BENAKA HEALTH CENTRE,"MAIN ROAD, NEAR ERNODI BRIDGE, D. K",,UJIRE,,,,
BGS GLOBAL HOSPITAL,"M/S. RAVINDRANATH GE MEDICAL ASSOCIATES PVT LTD., BGS HEALTH AND EDUCATION CITY NO-67, UTTARAHALLI ROAD, KENGERI",,BENGALURU,,,,
BHAGAVATHI HOSPITAL,"L-168, 6TH SECTOR, RING ROAD, BESIDES SI FERNIL APTS, HSR LAYOUT",,BENGALURU,,,,
BHARATH HOSPITAL AND INSTITUTE OF ONCOLOGY,"NO. 438, OUTER RING ROAD, HEBBAL",,MYSORE,,,,
BHARATH NURSING HOME,"NO. 1402, J P NAGAR, 1ST PHASE KANAKAPURA MAIN ROAD",,BENGALURU,,,,
BHARATHI NURSING HOME,"NO. 42/77, SOUTH END ROAD, BASAVANAGUDI",,BENGALURU,,,,
BHARATHY HOSPITAL,"4,NAGARBHAVAN MAIN ROAD,PR ASHANTHANAGAR.",,BENGALURU,,,,
BHATE HOSPITAL AND MATERNITY HOME,"BASAV CIRLCE, CHIKODI",,BELGAUM,,,,
BIDARE LINGAPPA HOSPITAL,"BH ROAD, BEHIND PRABHATH COFFE WORKS, TIPTUR",,TUMKUR,,,,
BILVA HOSPITAL,"21-22, II MAIN ROAD, PALACE GUTTAHALLI, NEAR JATAKA STAND",,BENGALURU,,,,
BRINDA HOSPITAL,"NO.4, 5TH FLOOR, 2ND STAGE, NAGARABHAVI, BEHIND KLE SCHOOL",,BENGALURU,,,,
C.S.I. LOMBARD MEMORIAL HOSPITAL,"PB NO.5, MISSION HOSPITAL ROAD",,UDUPI,,,,
CHANRE RHEUMATOLOGY AND IMMUNOLOGY CENTER AND RESEARCH,"NO-149, 15TH MAIN ROAD, NHCL WATER TANK ROAD, 4TH BLOCK, 3RD STAGE, BASAVESHWARANAGAR",,BENGALURU,,,,
CHINMAYA MISSION HOSPITAL,"NO. 1/1, CMH ROAD, INDIRANAGAR",,BENGALURU,,,,
CHIRANJEEVI HOSPITAL AND MATERNITY HOME,"NO.16, MYSORE BANK COLONY, 2ND MAIN ROAD, SREE MANJUNATHA SWAMY TEMPLE STREET, B.S.K. 1ST STAGE, B-50",,BENGALURU,,,,
CHITRAS HOSPITAL,"25/1A, IRWIN ROAD",,MYSORE,,,,
CITI HOSPITAL,"NEAR LIC OFFICE, DAM ROAD, HOSPET, BELLARY",,BELLARY,,,,
CITY HOSPITAL RESEARCH AND DIAGNOSTIC CENTRE,"POUND GARDEN, NEAR CITY HOSPITAL, KADRI",,MANGALORE,,,,
DEEPAK HOSPITAL,"NO. 259, 33RD CROSS, KANAKAPURA MAIN ROAD, 7TH BLOCK, JAYANAGAR",,BENGALURU,,,,
DEVI SUPER SPECIALITY EYE HOSPITAL PVT LTD,"434, 18TH MAIN, 80 FEET ROAD, 6TH BLOCK, KORAMANGALA",,BENGALURU,,,,
DHANUSH HOSPITAL,"NO. 63, BYRAVESHWARA NAGAR, 2ND MAIN, BEHIND STATE BANK OF INDIA, NAGARABHAVI MAIN ROAD",,BENGALURU,,,,
DIPALI HOSPITAL,"8TH CROSS, 1ST MAIN, BASAVESHWAR BADAVANE, HOSPET",,HUBLI,,,,
DIVINE MEDICAL CENTRE,"4BM-403, 2ND BLOCK, BDA LAYOUT, BANASWADI ROAD, KAMMANAHALI",,BENGALURU,,,,
DIVINE SPECIALITY HOSPITAL,"NO.110, 6TH MAIN, IIT LAYOUT, BINSON TOWN POST",,BENGALURU,,,,
DIVYA JYOTHI EYE HOSPITAL,"KIRESUR COMPLEX, NEAR AXIS BANK, UNKAL CROSS, HUBLI",,DHARWAD,,,,
DIVYADRISHTI EYE HOSPITAL,"996/22, 1ST FLOOR, NEAR SBI, SERVICE ROAD, OPP. SYNDICATE BANK, R.P.C. LAYOUT, VIJAYA NAGAR",,BENGALURU,,,,
DR. AGARWALS EYE HOSPITAL,"LAKSHMI NO.20, SHANKARA MUTT MAIN ROAD, BASWESVARA NAGAR",,BENGALURU,,,,
DR. AGARWALS EYE HOSPITAL LTD,"NO.11, 7TH CROSS, N.S.PALYA, KAVERUPPA INDL.ESTATE, BANNERJHAT ROAD, NEAR STOPPERS SHOP",,BENGALURU,,,,
DR. AGARWALS EYE HOSPITAL LTD,"KADE COMPLEX, NO 869, 2ND STAGE, WCR, BASAVESHWARANAGAR",,BENGALURU,,,,
DR. AGARWALS EYE HOSPITAL LTD,"PAVANADHAMA, NO 30,80 FEET ROAD, R.K.LAYOUT, PADMANABHA NAGAR",,BENGALURU,,,,
DR. AGARWALS EYE HOSPITAL LTD,"MAIN 590, SERVICE ROAD OF SARJAPUR ROAD, 3RD BLOCK, KORAMANGALA",,BENGALURU,,,,
DR. AGARWALS EYE HOSPITAL LTD,"HIG-2557, SECTOR B, 3RD STAGE, YELAHANKA",,BENGALURU,,,,
DR. AGARWALS EYE HOSPITAL LTD,"NO.33, COLES ROAD, FRAZER TOWN",,BENGALURU,,,,
DR. B.R. AMBEDKAR MEDICAL COLLEGE HOSPITAL,"NO. 24, KADUGONDANA HALLI, SHAMPURA MAIN ROAD",,BENGALURU,,,,
DR. BAGEWADIS EYE AND DENTAL CARE CENTRE,"1354, BASVAN LANE",,BELGAUM,,,,
DR. K.NARASIMHAIAH HOSPITAL,"4TH MAIN, GANDHI NAGAR, NEAR LIC OFFICE",,TUMKUR,,,,
DR. MAHADEVAPPA EYE LASER HOSPITAL,"15TH CROSS, S.S. PURAM, HORTICULTURE OFFICE ROAD, NEAR NEPS POLICE STATION",,TUMKUR,,,,
DR. RAMESH HOSPITAL FOR PILES AND PROCTOLOGY,"NO-410, CONTOUR ROAD, GOKULAM, NEAR VIJAYA BANK, MYSORE",,MYSORE,,,,
DR. S.R.RAMANAGOUDAR MULTISPECIALITY HOSPITAL AND RESEARCH INSTITUTE PVT LTD,"MALAPUR CROSS, NEAR VRL LOGISTIC",,DHARWAD,,,,
DR. SAILAJAS SUPER SPECIALITY EYE HOSPITAL,"21, 22, 1ST FLOOR, HORAMAVU MAIN ROAD, ABOVE STATE BANK OF INDIA",,BENGALURU,,,,
DR. Y.B. KULGOD MULTISPECIALITY HOSPITAL AND MEDICAL RESEARCH CENTRE,"BASAV MARG, RAMDURG",,BELGAUM,,,,
DRISHTI NETHRALAYA,"36/7, 1ST FLOOR, 24TH MAIN ROAD, SOFT ROAD, MUNESHWARA BLOCK, GIRINAGAR",,BENGALURU,,,,
ESKAY HEALTHCARE,"NO. 274, 3RD CROSS, BRINDAVAN LAYOUT, SNETTIHALLI, JALAHALLI WEST",,BENGALURU,,,,
FAMILY HOSPITAL,"423/2, 60 FEET ROAD, 1ST MAIN, 1ST STAGE, 1ST PHASE, BEHIND SBM GOKULA, MATHIKERE",,BENGALURU,,,,
FATHER MULLER MEDICAL COLLEGE HOSPITAL,"FATHER MULLER ROAD, KANKANADY",,MANGALORE,,,,
GANESH NETRALAYA,"SHAKTINAGAR, DEVIKERE",,SIRSI,,,,
GARDEN CITY HEALTH CARE ACADEMY HOSPITAL MEDICAL AID RESEARCH CENTRE PVT LT,"132/18, 22ND CROSS, 3RD BLOCK, JAYANAGAR",,BENGALURU,,,,
GBY MATERNITY AND MULTISPECIALITY HOSPITAL,"NO-1869, 13TH CROSS, 5TH MAIN ROAD, RPC LAYOUT, NEAR RAMESH BABU CIRCLE, VIJAYANAGAR 2ND STAGE",,BENGALURU,,,,
GEETA NURSING HOME,"CHIKODI ROAD, NIPANI",,BELGAUM,,,,
GLOBAL MULTISPECIALITY HOSPITAL,"3RD CROSS, MATADAKANI ROAD, URWA",,MANGALORE,,,,
GREEN CITY HOSPITAL,"NO. 726, 17TH CROSS, 6TH PHASE, J P NAGAR",,BENGALURU,,,,
GREENVIEW MEDICAL CENTRE,"NO. 20 AND 21, 14TH MAIN, HSR LAYOUT, SECTOR-V, OPP AGARA LAKE",,BENGALURU,,,,
H.K.HOSPITAL,"106/2, BANGLORE-MYSORE ROAD, NEAR RAINBOW BRIDGE, KENGERI",,BENGALURU,,,,
HEALTH INDIA HOSPITAL,"#7, 6TH CROSS, TAYAREKERE MAIN ROAD, CHIKKA ADUGODI",,BENGALURU,,,,
HEMAVATHI ORTHOPAEDIC AND TRAUMA CENTRE,"GNANA MAHAL, DR RADHAKRISHNA ROAD, OPP GOVT JUNIOR COLLEGE, S.S.PURAM",,TUMKUR,,,,
HI-TECH MEDICARE HOSPITAL,"N.H.66, AMBALPADY",,UDUPI,,,,
HIREGOUDAR MULTISPECIALITY HOSPITAL,"950 ,STATION ROAD ,NEAR POST OFFICE CIRCLE,RANEBENNUR,HAVERI DISTRICT",,RANEBENNUR,,,,
HITECH KIDNEY STONE HOSPITAL,"6/7, CRESCENT ROAD CROSS, KUMAR PARK EAST, BEHIND SINDHI HIGH SCHOOL",,BENGALURU,,,,
INDIRA HOSPITAL,"OPP. ST. MARRYS SCHOOL, FALNIR ROAD, MANGALORE",,DAKSHINA KANNADA,,,,
INDIRA NURSING HOME,"NO 436, VIJAYANAGARA RAILWAY LAYOUT, SURYA BAKERY ROAD",,MYSORE,,,,
JAYASHREE MULTI SPECIALITY HOSPITAL,"25, 26 AND 27, 1ST CROSS, B BLOCK, VISHWAPRIYA NAGAR, BEGUR",,BENGALURU,,,,
JEEVAN HOSPITAL,"B.B. ROAD, CHICKBALLAPUR",,CHIKKABALLAPUR,,,,
JEEVIKA HOSPITAL PVT LTD,"NO 95/3, MARATHALLI OUTER RING ROAD, OPP VASAN EYE CARE, DODDANEKKUNDI",,BENGALURU,,,,
JUPITER HOSPITAL AND INSTITUTE OF VASCULAR SURGERY,"NO-28, 7TH MAIN, 9TH CROSS, MALLESWARAM",,BENGALURU,,,,
K.K. HOSPITAL,"NO.9, A1/A2, OPP MEC SCHOOL, A SECTOR, YELAHANKA NEW TOWN",,BENGALURU,,,,
KAMADHENU HOSPITALS (INDIA) PVT. LTD.,"NO. 40/2/9, 23 CROSS GOVINDRAJANAGAR, NAGARBHAVI MAIN ROAD",,BENGALURU,,,,
KAMATH NURSING HOME,"# 1, VENKATRAM LAYOUT, MARUTHI SEVA NAGAR, NEAR POST OFFICE ROAD",,BENGALURU,,,,
KARTHIK NETRALAYA INSTITUTE OF OPHTHALMOLOGY PVT LTD,"89, 7 TH CROSS, N.R COLONY, BANGALORE.",,BENGALURU,,,,
KASTURBA HOSPITAL,"SS PURAM, MAIN ROAD, TUMKUR",,TUMKUR,,,,
KAVERI SPECIALITY HOSPITAL,"15/2, 4TH CROSS, NEAR TOTAL MALL, HOSUR MAIN ROAD, MADIWALA",,BENGALURU,,,,
KEMBHAVI EYE HOSPITAL,"HIVAJI CHOWK, (KAVALI GATE)",,BIJAPUR,,,,
KESHAVA NETHRALAYA,"HARSHAMAHAL ROAD, NEAR APOORVA",,HASSAN,,,,
KRIPA NURSING HOME,"KHB COLONY, HUBLI ROAD",,UTTARA KANNADA,,,,
KUBSAD HOSPITAL,"YADAWAD ROAD, RANNA CIRCLE, MUDHOL",,BAGALKOT,,,,
LAKSHMI HOSPITAL,"BETTAHALASUR CROSS, NEAR BANK OF INDIA ATM",,BENGALURU,,,,
LAKSHMI NURSING HOME,"NO. 86, 2ND MAIN ROAD, SASHADRIPURAM",,BENGALURU,,,,
LAKSHMI SREENIVASA NURSING HOME,"SOMAGUDDU ROAD, NEAR T B, CHALLAKERE",,CHITRADURGA,,,,
LIVE 100 HOSPITAL PVT LTD,"NO. 104/1, HOSUR ROAD, SINGASANDRA",,BENGALURU,,,,
M M JOSHI EYE INSTITUTE,"HOSUR CROSS, GOKUL ROAD,",,DHARWAD,,,,
M.C. ORTHOPAEDIC ARTHROSCOPY AND JOINT REPLACEMENT CENTER,"2ND CROSS, ASHOK NAGAR, NEAR DHOBI GHAT",,TUMKUR,,,,
M.S.RAMAIAH HARSHA HOSPITAL,"NO 193/4, SONDEKOPPA CIRCLE, N H-4, NELAMANGALA",,BENGALURU,,,,
MAHALAXMI MEMORIAL HOSPITAL,"DEVIKERE ROAD, NEAR HERO HONDA SHOWROOM, SIRSI",,UTTARA KANNADA,,,,
MAITHRI HOSPITAL,"29TH WARD, SAI COMPLEX, NO. 1170-B.M.J. NAGAR, DAM ROAD, HOSPET",,BELLARY,,,,
MANASA HOSPITAL,"OPP TOLIC OFFICE, D CROSS MAIN ROAD",,BENGALURU,,,,
MANASA HOSPITAL,"107, 6TH MAIN, 2ND CROSS, OPP. CORPORATION PARK, VIJAYANAGAR",,BENGALURU,,,,
MANASA HOSPITAL,"G. CHANDNANNA BUILDING, NEAR STATE BANK OF MYSORE, DEVANAHALLI OLD BUS STOP",,BENGALURU,,,,
MANGALA HOSPITAL,"SAMPIGE ROAD, K.R.PURAM",,HASSAN,,,,
MANGALORE INSTITUTE OF ONCOLOGY,"PUMPWELL CIRCLE, KANKANADU",,MANGALORE,,,,
MANIPAL NORTHSIDE HOSPITAL,"NO:71, 11TH MAIN ROAD, OPP MALLESHWARAM RAILWAY STATION",,BENGALURU,,,,
MANJUNATHA EYE HOSPITAL,"BANNANJE ROAD, NEAR CITY BUS STAND",,UDUPI,,,,
MARIKAMBA HOSPITAL AND DIAGNOSTIC CENTRE,"VEER SAVARKAR ROAD, DEVIKERE CIRCLE, SIRSI",,UTTARA KANNADA,,,,
MARUTHI HOSPITAL,"2374/26, PLATINUM PLAZA, VIJAYA NAGAR, CLUB ROAD",,BENGALURU,,,,
MARUTHI MEDICAL CENTRE,"BODABANDANAHHALY ROAD,NEAR MARUTHI KALYAN MANTAPA, KORATAGERE",,TUMKUR,,,,
MATHRUSHREE NETHRALAYA,"NO. 818/819, 16 A MAIN, 2ND CROSS, GOKUL EXTENSION, C",,BENGALURU,,,,
MEDIKERIS SUPER SPECIALITY ENT CENTRE,"NO. 9/91, GOVINDAPPA ROAD CROSS, R.V. ROAD, BASAVANAGUDI",,BENGALURU,,,,
MEGUR EYE CARE CENTRE,"BEHIND AKKAMAHADEVI COLLEGE, NEAR BUS STAND",,BIDAR,,,,
